Time America/Boise UTC-06:00,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU,Wiper Pos V,Cable Pwr V,Battery V
4/17/2019 11:45,21.79,1,-1.8,6.2,0,0.1,74.4,6.53,0.4,1,12.71,6.4
4/17/2019 12:00,21.93,1,-2,6.2,0.05,0.1,74.3,6.5,0.4,1,12.47,6.4
4/17/2019 12:15,22.08,2,-2.1,6.21,0,0.1,74.3,6.49,0.4,1,13.16,6.4
4/17/2019 12:30,22.21,1,-2.4,6.21,0.1,0.1,74.4,6.48,0.4,1,12.47,6.4
4/17/2019 12:45,22.34,1,-2.6,6.22,0,0.1,74.3,6.46,0.3,1,12.49,6.4
4/17/2019 13:00,22.48,2,-2.8,6.22,0,0.1,74.3,6.44,0.4,1,13.41,6.4
4/17/2019 13:15,22.6,2,-3,6.22,0,0.1,74.2,6.41,0.4,1,12.46,6.4
4/17/2019 13:30,22.72,1,-3.4,6.23,0,0.3,74.3,6.41,0.7,1,12.29,6.4
4/17/2019 13:45,22.78,2,-3.2,6.23,0.06,0.1,74.3,6.4,0.4,1,12.12,6.4
4/17/2019 14:00,22.81,2,-3.4,6.23,0,0.1,74.3,6.4,0.3,1,12.12,6.4
4/17/2019 14:15,22.82,2,-3.5,6.23,0,0.1,74.4,6.4,0.4,1,13.33,6.4
4/17/2019 14:30,22.81,2,-3.6,6.23,0,0.1,74.4,6.4,0.4,1,12.8,6.4
4/17/2019 14:45,22.79,2,-3.9,6.24,0,0.1,74.4,6.41,0.4,1,12.99,6.4
4/17/2019 15:00,22.77,2,-4.3,6.25,0,0.1,74.3,6.41,0.4,1,12.81,6.4
4/17/2019 15:15,22.75,2,-4.4,6.25,0,0.1,74.4,6.41,0.4,1,13.37,6.4
4/17/2019 15:30,22.72,2,-4.6,6.25,0,0.1,74.4,6.42,0.4,1,12.77,6.4
4/17/2019 15:45,22.65,1,-4.6,6.25,0,0.1,74.4,6.42,0.4,1,13.36,6.4
4/17/2019 16:00,22.54,1,-4.5,6.25,0,0.1,74.4,6.44,0.3,1,13.35,6.4
4/17/2019 16:15,22.52,1,-5,6.26,0,0.1,74.5,6.45,0.4,1,12.75,6.4
4/17/2019 16:30,22.45,1,-5,6.26,0,0.1,74.4,6.45,0.4,1,12.78,6.4
4/17/2019 16:45,22.44,1,-5.1,6.26,0,0.1,74.5,6.46,0.4,1,13.34,6.4
4/17/2019 17:00,22.42,1,-5.2,6.26,0,0.1,74.5,6.46,0.4,1,13.34,6.4
4/17/2019 17:15,22.35,1,-5.1,6.26,0.13,0.1,74.4,6.46,0.3,1,13.32,6.4
4/17/2019 17:30,22.25,1,-4.8,6.25,0,0.1,74.3,6.47,0.4,1,13.32,6.4
4/17/2019 17:45,22.15,1,-4.5,6.25,0,0.1,74.3,6.48,0.4,1,13.33,6.4
4/17/2019 18:00,22.07,1,-4.8,6.25,0,0.1,74.3,6.49,0.4,1,12.74,6.4
4/17/2019 18:15,21.99,1,-4.7,6.25,0,0.1,74.4,6.51,0.4,1,13.33,6.4
4/17/2019 18:30,21.94,1,-4.7,6.25,0.45,0.1,74.4,6.52,0.4,1,13.31,6.4
4/17/2019 18:45,21.93,1,-4.7,6.25,0,0,74.4,6.51,0.3,1,13.31,6.41
4/17/2019 19:00,21.91,1,-3.9,6.24,0,0.1,74.4,6.52,0.5,1,12.74,6.4
4/17/2019 19:15,21.91,1,-4.1,6.24,0,0.1,74.4,6.52,0.4,1,13.34,6.4
4/17/2019 19:30,21.9,1,-3,6.22,0,0.1,74.4,6.52,0.4,1,13.35,6.4
4/17/2019 19:45,21.92,1,-3.4,6.23,0.06,0.1,74.4,6.52,0.3,1,12.65,6.4
4/17/2019 20:00,21.95,1,-3.1,6.22,0.04,0.1,74.3,6.5,0.4,1,13.31,6.4
4/17/2019 20:15,21.96,1,-3,6.22,0.27,0.1,74.3,6.51,0.4,1,13.31,6.41
4/17/2019 20:30,21.97,1,-2.4,6.21,0.22,0.1,74.3,6.5,0.3,1,13.3,6.4
4/17/2019 20:45,21.99,1,-2.5,6.21,0.14,0.1,74.3,6.5,0.5,1,13.27,6.4
4/17/2019 21:00,22.01,1,-0.7,6.18,0.05,0.1,74.3,6.49,0.3,1,13.27,6.4
4/17/2019 21:15,22.03,1,-0.5,6.18,0.24,0,74.3,6.49,0.3,1,13.31,6.4
4/17/2019 21:30,22.04,1,-1.6,6.2,0.72,0.1,74.1,6.48,0.5,1,12.97,6.4
4/17/2019 21:45,22.06,1,-0.8,6.18,1.53,0.1,74.2,6.48,0.6,1,12.68,6.4
4/17/2019 22:00,22.06,1,2.4,6.13,2.41,0.1,74.1,6.47,0.5,1,12.95,6.41
4/17/2019 22:15,22.08,1,2.6,6.12,5.92,0.1,74,6.46,0.6,1,12.68,6.4
4/17/2019 22:30,22.12,1,2.9,6.12,7.59,0.1,73.7,6.43,0.7,1,12.65,6.4
4/17/2019 22:45,22.11,1,1.7,6.14,7.6,0.1,73.7,6.43,0.7,1,13.29,6.4
4/17/2019 23:00,22.14,1,6.3,6.06,8.21,0.1,73.5,6.41,0.7,1,13.29,6.4
4/17/2019 23:15,22.21,1,4.7,6.09,7.97,0.1,73.5,6.4,0.6,1,13.31,6.4
4/17/2019 23:30,22.23,1,4.6,6.09,7.05,0.2,73.2,6.37,0.7,1,13.29,6.41
4/17/2019 23:45,22.26,1,8.1,6.03,6.79,0.2,72.7,6.33,0.7,1,12.67,6.4
4/18/2019 0:00,22.26,1,5.6,6.07,6.83,0.1,72.8,6.33,0.7,1,13.28,6.4
4/18/2019 0:15,22.28,1,8.4,6.02,6.43,0.1,72.7,6.32,0.7,1,12.64,6.4
4/18/2019 0:30,22.26,1,9.4,6,6.67,0.1,72.5,6.31,0.7,1,12.69,6.4
4/18/2019 0:45,22.28,1,13,5.94,6.42,0.1,72,6.27,0.7,1,12.9,6.4
4/18/2019 1:00,22.26,1,11.9,5.96,6.41,0.1,72.3,6.29,0.6,1,13.31,6.4
4/18/2019 1:15,22.26,1,11,5.97,6.06,0.1,72.1,6.27,0.7,1,12.67,6.41
4/18/2019 1:30,22.26,1,12.6,5.95,5.75,0.2,72.1,6.28,0.6,1,13.31,6.41
4/18/2019 1:45,22.27,1,14.1,5.92,6,0.1,72.1,6.27,0.6,1,13.3,6.4
4/18/2019 2:00,22.24,1,15,5.9,5.64,0.1,72.1,6.27,0.7,1,13.31,6.4
4/18/2019 2:15,22.24,1,17.3,5.86,5.3,0.1,72.1,6.28,0.6,1,13.32,6.4
4/18/2019 2:30,22.21,1,16.7,5.87,4.77,0.1,72.3,6.3,0.6,1,13.25,6.41
4/18/2019 2:45,22.24,1,20.1,5.81,4.45,0.1,72.1,6.28,0.6,1,13.29,6.4
4/18/2019 3:00,22.19,1,20.3,5.81,4.69,0.1,72.5,6.31,0.6,1,12.66,6.4
4/18/2019 3:15,22.15,1,20.7,5.8,4.51,0.1,72.4,6.32,0.5,1,13.3,6.4
4/18/2019 3:30,22.14,1,23.2,5.76,4.63,0.1,72.4,6.31,0.6,1,13.28,6.4
4/18/2019 3:45,22.13,1,23,5.76,3.93,0.1,72.4,6.32,0.6,1,12.64,6.4
4/18/2019 4:00,22.15,1,24.1,5.74,3.84,0.1,72.4,6.31,0.5,1,13.16,6.4
4/18/2019 4:15,22.13,1,24.9,5.73,3.4,0.1,72.4,6.31,0.5,1,12.63,6.4
4/18/2019 4:30,22.12,1,24.8,5.73,3.83,0.1,72.4,6.32,0.6,1,12.67,6.41
4/18/2019 4:45,22.13,1,25.7,5.71,3.64,0.1,72.5,6.32,0.7,1,12.68,6.41
4/18/2019 5:00,22.15,1,25.9,5.71,3.38,0.2,72.4,6.31,0.7,1,12.65,6.4
4/18/2019 5:15,22.14,1,26.4,5.7,3.28,0.1,72.5,6.32,0.7,1,12.68,6.41
4/18/2019 5:30,22.09,1,26.5,5.7,3.28,0.1,72.5,6.33,0.6,1,12.96,6.41
4/18/2019 5:45,22.08,1,26.8,5.69,3.45,0.1,72.4,6.32,0.7,1,13.32,6.4
4/18/2019 6:00,22.05,1,26.6,5.7,3.19,0.1,72.4,6.33,0.7,1,12.65,6.4
4/18/2019 6:15,22.03,1,26.8,5.69,3.21,0.2,72.5,6.33,0.7,1,12.66,6.4
4/18/2019 6:30,22,1,26.6,5.7,3.26,0.2,72.4,6.33,0.8,1,12.61,6.41
4/18/2019 6:45,21.96,1,26.4,5.7,3.24,0.2,72.5,6.34,0.8,1,12.65,6.41
4/18/2019 7:00,21.89,1,26.3,5.7,3.29,0.2,72.4,6.35,0.9,1,13.12,6.4
4/18/2019 7:15,21.68,1,27.5,5.68,3.32,0.2,72.3,6.36,0.8,1,13.27,6.4
4/18/2019 7:30,21.57,1,26.9,5.69,3.34,0.2,72.3,6.38,0.8,1,12.8,6.41
4/18/2019 7:45,21.5,1,26.5,5.7,3.28,0.2,72.4,6.4,0.9,1,13.29,6.41
4/18/2019 8:00,21.38,0,26.6,5.69,3.39,0.2,72.4,6.41,0.8,1,12.79,6.41
4/18/2019 8:15,21.22,0,26.7,5.69,3.37,0.2,72.5,6.44,0.9,1,12.64,6.41
4/18/2019 8:30,21.02,0,26.8,5.69,3.4,0.2,72.5,6.46,0.9,1,12.74,6.41
4/18/2019 8:45,20.88,0,26.3,5.7,3.39,0.2,72.4,6.47,0.9,1,12.59,6.4
4/18/2019 9:00,20.8,0,25.6,5.71,3.39,0.2,72.5,6.49,0.9,1,13.24,6.41
4/18/2019 9:15,20.72,0,25,5.72,3.36,0.2,72.5,6.5,0.9,1,12.3,6.41
4/18/2019 9:30,20.6,0,24.2,5.73,3.43,0.2,72.5,6.52,0.9,1,12.7,6.4
4/18/2019 9:45,20.49,0,23.7,5.74,3.37,0.2,72.5,6.53,0.9,1,12.32,6.4
4/18/2019 10:00,20.41,0,22.8,5.76,3.35,0.2,72.4,6.53,0.9,1,12.3,6.41
4/18/2019 10:15,20.34,0,21.9,5.77,3.37,0.2,72.3,6.53,1,1,13.23,6.4
4/18/2019 10:30,20.31,0,20.9,5.79,3.4,0.2,72.3,6.53,0.9,1,12.31,6.41
4/18/2019 10:45,20.31,0,19.8,5.81,3.36,0.2,72.3,6.53,0.9,1,12.3,6.41
4/18/2019 11:00,20.33,0,19,5.82,3.41,0.2,72.3,6.53,0.9,1,12.31,6.41
4/18/2019 11:15,20.35,0,18,5.84,3.38,0.2,72.2,6.52,0.9,1,12.32,6.41
4/18/2019 11:30,20.38,0,17.3,5.86,3.37,0.2,72.2,6.51,0.9,1,13.24,6.41
4/18/2019 11:45,20.42,0,16.5,5.87,3.36,0.2,72.2,6.51,0.9,1,12.86,6.41
4/18/2019 12:00,20.47,0,15.7,5.88,3.34,0.2,72.1,6.5,0.9,1,12.33,6.41
4/18/2019 12:15,20.53,0,15.4,5.89,3.39,0.2,72.2,6.5,0.8,1,12.34,6.41
4/18/2019 12:30,20.6,0,14.6,5.9,3.33,0.2,72.2,6.49,0.9,1,13.26,6.41
4/18/2019 12:45,20.67,0,13.7,5.92,3.31,0.2,72.2,6.48,0.9,1,12.3,6.41
4/18/2019 13:00,20.74,1,13.2,5.93,3.36,0.2,72.2,6.47,0.9,1,12.49,6.41
4/18/2019 13:15,20.81,1,12.6,5.94,3.28,0.2,72.1,6.45,0.8,1,13.12,6.41
4/18/2019 13:30,20.89,1,12,5.95,3.27,0.2,72.1,6.44,0.9,1,12.34,6.41
4/18/2019 13:45,20.97,1,11.6,5.96,3.31,0.2,72,6.42,0.9,1,13.02,6.4
4/18/2019 14:00,21.05,1,11,5.97,3.26,0.3,71.9,6.41,0.9,1,12.34,6.41
4/18/2019 14:15,21.12,1,10.6,5.98,3.27,0.2,71.9,6.39,0.9,1,12.37,6.41
4/18/2019 14:30,21.21,1,10.2,5.99,3.29,0.2,71.8,6.38,0.8,1,12.8,6.41
4/18/2019 14:45,21.3,1,9.8,5.99,3.31,0.2,71.9,6.38,0.9,1,12.9,6.4
4/18/2019 15:00,21.38,1,9.4,6,3.28,0.2,71.9,6.37,0.8,1,13.22,6.41
4/18/2019 15:15,21.46,1,9,6.01,3.26,0.2,71.9,6.35,0.9,1,12.82,6.4
4/18/2019 15:30,21.54,1,8.7,6.01,3.21,0.2,71.9,6.34,0.8,1,12.37,6.4
4/18/2019 15:45,21.61,1,8.4,6.02,3.24,0.2,71.8,6.33,0.8,1,12.49,6.41
4/18/2019 16:00,21.67,1,8,6.02,3.25,0.2,71.8,6.32,0.8,1,12.92,6.41
4/18/2019 16:15,21.72,1,7.7,6.03,3.26,0.2,71.7,6.31,0.9,1,12.42,6.41
4/18/2019 16:30,21.77,1,7.3,6.04,3.27,0.2,71.7,6.3,0.9,1,12.92,6.4
4/18/2019 16:45,21.84,1,6.9,6.04,3.25,0.2,71.5,6.28,0.8,1,13.07,6.4
4/18/2019 17:00,21.9,1,6.5,6.05,3.21,0.2,71.6,6.27,0.8,1,13.15,6.4
4/18/2019 17:15,21.97,1,6.1,6.06,3.28,0.2,71.6,6.27,0.9,1,12.57,6.4
4/18/2019 17:30,22.03,1,5.9,6.06,3.22,0.2,71.7,6.26,0.8,1,12.45,6.4
4/18/2019 17:45,22.08,1,5.5,6.07,3.21,0.2,71.6,6.25,0.8,1,12.4,6.4
4/18/2019 18:00,22.14,1,5.1,6.08,3.19,0.2,71.6,6.25,0.8,1,12.46,6.4
4/18/2019 18:15,22.19,1,4.8,6.08,3.24,0.2,71.6,6.24,0.8,1,12.38,6.4
4/18/2019 18:30,22.25,1,4.7,6.09,3.17,0.2,71.5,6.22,0.8,1,12.41,6.41
4/18/2019 18:45,22.3,1,4.4,6.09,3.22,0.2,71.5,6.22,0.7,1,12.36,6.4
4/18/2019 19:00,22.35,1,3.9,6.1,3.21,0.2,71.5,6.21,0.7,1,12.42,6.41
4/18/2019 19:15,22.4,1,3.6,6.11,3.19,0.2,71.4,6.2,0.7,1,13.3,6.4
4/18/2019 19:30,22.44,1,3.3,6.11,3.2,0.2,71.3,6.18,0.7,1,12.43,6.41
4/18/2019 19:45,22.49,1,3.1,6.12,3.22,0.2,71.3,6.18,0.7,1,12.41,6.4
4/18/2019 20:00,22.53,1,2.8,6.12,3.21,0.2,71.3,6.17,0.7,1,13.31,6.4
4/18/2019 20:15,22.57,1,2.4,6.13,3.24,0.2,71.3,6.17,0.7,1,12.41,6.4
4/18/2019 20:30,22.61,1,2.2,6.13,3.22,0.2,71.4,6.18,0.7,1,13.27,6.4
4/18/2019 20:45,22.64,1,2.2,6.13,3.19,0.2,71.5,6.17,0.7,1,12.88,6.41
4/18/2019 21:00,22.68,1,1.9,6.14,3.21,0.2,71.5,6.17,0.7,1,13.09,6.41
4/18/2019 21:15,22.71,0,1.7,6.14,3.18,0.2,71.5,6.16,0.7,1,13.31,6.41
4/18/2019 21:30,22.74,0,1.1,6.15,3.19,0.2,71.4,6.16,0.7,1,12.63,6.4
4/18/2019 21:45,22.78,0,0.9,6.16,3.2,0.2,71.5,6.16,0.7,1,13.31,6.4
4/18/2019 22:00,22.82,0,0.5,6.16,3.18,0.2,71.4,6.15,0.7,1,12.4,6.4
4/18/2019 22:15,22.84,0,0.3,6.17,3.22,0.2,71.4,6.15,0.7,1,12.66,6.4
4/18/2019 22:30,22.87,0,0,6.17,3.18,0.2,71.4,6.14,0.7,1,12.74,6.4
4/18/2019 22:45,22.89,0,-0.3,6.18,3.21,0.2,71.3,6.13,0.7,1,12.62,6.4
4/18/2019 23:00,22.91,0,-0.6,6.18,3.19,0.2,71.3,6.13,0.7,1,12.75,6.4
4/18/2019 23:15,22.93,0,-0.9,6.19,3.16,0.2,71.3,6.12,0.7,1,13.29,6.41
4/18/2019 23:30,22.94,0,-1.1,6.19,3.24,0.2,71.3,6.12,0.6,1,12.48,6.41
4/18/2019 23:45,22.96,0,-1.4,6.2,3.15,0.2,71.2,6.11,0.7,1,12.72,6.4
4/19/2019 0:00,22.97,0,-1.6,6.2,3.15,0.2,71.2,6.11,0.7,1,12.4,6.41
4/19/2019 0:15,22.98,0,-1.9,6.2,3.15,0.2,71.2,6.11,0.7,1,12.44,6.41
4/19/2019 0:30,22.98,0,-2.1,6.21,3.18,0.2,71.1,6.11,0.6,1,12.43,6.4
4/19/2019 0:45,22.97,0,-2.3,6.21,3.15,0.2,71.1,6.1,0.7,1,12.71,6.41
4/19/2019 1:00,22.97,0,-2.6,6.22,3.14,0.2,71.1,6.1,0.7,1,12.81,6.41
4/19/2019 1:15,22.96,0,-2.8,6.22,3.16,0.2,71.1,6.1,0.7,1,13.08,6.4
4/19/2019 1:30,22.94,0,-3,6.22,3.19,0.2,71.1,6.1,0.7,1,12.46,6.4
4/19/2019 1:45,22.92,0,-3.4,6.23,3.17,0.2,71,6.1,0.6,1,12.45,6.41
4/19/2019 2:00,22.9,0,-3.7,6.24,3.16,0.2,71,6.1,0.6,1,12.42,6.4
4/19/2019 2:15,22.88,0,-4,6.24,3.15,0.2,71,6.11,0.7,1,12.92,6.41
4/19/2019 2:30,22.87,0,-4.3,6.25,3.18,0.2,71,6.11,0.7,1,12.46,6.4
4/19/2019 2:45,22.85,0,-4.6,6.25,3.15,0.2,71,6.11,0.7,1,12.44,6.4
4/19/2019 3:00,22.83,0,-4.8,6.26,3.17,0.2,71,6.11,0.7,1,12.46,6.41
4/19/2019 3:15,22.81,0,-5.1,6.26,3.18,0.2,71,6.11,0.7,1,12.99,6.4
4/19/2019 3:30,22.8,0,-5.4,6.27,3.16,0.2,71,6.11,0.7,1,13.31,6.4
4/19/2019 3:45,22.78,0,-5.7,6.27,3.13,0.2,71,6.12,0.7,1,12.56,6.4
4/19/2019 4:00,22.76,0,-5.9,6.28,3.16,0.2,70.9,6.11,0.6,1,12.48,6.41
4/19/2019 4:15,22.74,0,-6.3,6.28,3.13,0.2,70.9,6.12,0.7,1,12.49,6.41
4/19/2019 4:30,22.72,0,-6.6,6.29,3.14,0.2,70.9,6.12,0.6,1,12.52,6.41
4/19/2019 4:45,22.7,0,-7,6.3,3.12,0.2,70.9,6.12,0.7,1,12.47,6.41
4/19/2019 5:00,22.68,0,-7.3,6.3,3.17,0.2,70.9,6.12,0.7,1,12.45,6.4
4/19/2019 5:15,22.66,0,-7.4,6.3,3.14,0.2,70.9,6.12,0.7,1,12.45,6.41
4/19/2019 5:30,22.64,0,-7.8,6.31,3.16,0.2,70.9,6.12,0.7,1,13.24,6.41
4/19/2019 5:45,22.61,0,-8.1,6.31,3.18,0.2,70.9,6.12,0.7,1,12.56,6.41
4/19/2019 6:00,22.58,0,-8.4,6.32,3.11,0.2,70.8,6.13,0.7,1,13.28,6.41
4/19/2019 6:15,22.56,0,-8.6,6.32,3.17,0.2,70.8,6.12,0.7,1,13.32,6.4
4/19/2019 6:30,22.53,0,-8.9,6.33,3.13,0.2,70.8,6.13,0.6,1,12.41,6.41
4/19/2019 6:45,22.51,0,-9,6.33,3.16,0.2,70.7,6.13,0.8,1,12.44,6.41
4/19/2019 7:00,22.49,0,-9.4,6.34,3.18,0.2,70.7,6.13,0.7,1,12.44,6.41
4/19/2019 7:15,22.47,0,-9.7,6.34,3.19,0.2,70.7,6.12,0.7,1,12.45,6.4
4/19/2019 7:30,22.45,0,-9.9,6.35,3.18,0.2,70.6,6.12,0.7,1,13.31,6.41
4/19/2019 7:45,22.42,0,-10.1,6.35,3.2,0.2,70.6,6.13,0.7,1,13.27,6.4
4/19/2019 8:00,22.36,0,-10.3,6.35,3.16,0.2,70.6,6.13,0.8,1,12.44,6.4
4/19/2019 8:15,22.28,0,-10.4,6.35,3.15,0.2,70.6,6.14,0.8,1,12.47,6.41
4/19/2019 8:30,22.22,0,-10.8,6.36,3.18,0.2,70.7,6.15,0.8,1,12.44,6.41
4/19/2019 8:45,22.18,0,-11.1,6.37,3.19,0.2,70.7,6.16,0.8,1,12.75,6.41
4/19/2019 9:00,22.15,0,-11.3,6.37,3.11,0.2,70.7,6.16,0.8,1,12.5,6.41
4/19/2019 9:15,22.13,0,-11.5,6.37,3.15,0.2,70.7,6.17,0.8,1,13.33,6.4
4/19/2019 9:30,22.11,0,-11.7,6.38,3.15,0.2,70.7,6.17,0.8,1,12.52,6.41
4/19/2019 9:45,22.1,0,-11.9,6.38,3.15,0.2,70.7,6.17,0.8,1,12.47,6.41
4/19/2019 10:00,22.09,0,-12.1,6.38,3.15,0.2,70.6,6.17,0.8,1,12.7,6.41
4/19/2019 10:15,22.08,0,-12.4,6.39,3.16,0.2,70.6,6.17,0.8,1,13.26,6.41
4/19/2019 10:30,22.07,0,-12.6,6.39,3.16,0.2,70.6,6.17,0.8,1,12.5,6.41
4/19/2019 10:45,22.07,0,-12.7,6.39,3.17,0.2,70.6,6.16,0.8,1,12.45,6.41
4/19/2019 11:00,22.07,0,-12.8,6.4,3.19,0.2,70.6,6.16,0.8,1,13.33,6.41
4/19/2019 11:15,22.08,0,-13.1,6.4,3.11,0.2,70.6,6.16,0.8,1,12.5,6.41
4/19/2019 11:30,22.08,0,-13.2,6.4,3.15,0.2,70.5,6.16,0.8,1,13.12,6.4
4/19/2019 11:45,22.1,0,-13.5,6.41,3.16,0.2,70.5,6.15,0.7,1,12.73,6.41
4/19/2019 12:00,22.11,0,-13.7,6.41,3.13,0.2,70.5,6.15,0.8,1,12.52,6.41
4/19/2019 12:15,22.13,0,-13.8,6.41,3.13,0.2,70.4,6.14,0.8,1,12.72,6.41
4/19/2019 12:30,22.15,0,-13.9,6.42,3.11,0.2,70.4,6.14,0.8,1,12.47,6.41
4/19/2019 12:45,22.17,0,-14.2,6.42,3.16,0.2,70.4,6.13,0.7,1,12.49,6.41
4/19/2019 13:00,22.2,0,-14.4,6.42,3.22,0.2,70.3,6.12,0.8,1,12.51,6.4
4/19/2019 13:15,22.23,0,-14.6,6.43,3.11,0.3,70.3,6.12,0.8,1,13.32,6.41
4/19/2019 13:30,22.27,0,-14.7,6.43,3.09,0.2,70.2,6.11,0.8,1,12.51,6.4
4/19/2019 13:45,22.3,0,-14.8,6.43,3.08,0.2,70.2,6.1,0.8,1,13.28,6.41
4/19/2019 14:00,22.33,1,-15,6.44,3.13,0.2,70.1,6.09,0.8,1,13.36,6.41
4/19/2019 14:15,22.37,1,-15.2,6.44,3.13,0.2,70.1,6.08,0.7,1,12.52,6.4
4/19/2019 14:30,22.42,1,-15,6.44,3.15,0.2,70,6.07,0.7,1,12.48,6.4
4/19/2019 14:45,22.46,1,-15.2,6.44,3.09,0.2,69.9,6.06,0.8,1,13.36,6.4
4/19/2019 15:00,22.5,1,-15.4,6.44,3.04,0.2,69.9,6.06,0.7,1,12.92,6.41
4/19/2019 15:15,22.55,1,-15.6,6.45,3.09,0.2,70,6.06,0.8,1,12.5,6.4
4/19/2019 15:30,22.6,1,-15.8,6.45,3.1,0.2,70,6.05,0.7,1,12.85,6.4
4/19/2019 15:45,22.65,1,-16,6.46,3.05,0.2,70,6.04,0.7,1,12.5,6.41
4/19/2019 16:00,22.7,1,-16.2,6.46,3.1,0.2,70,6.04,0.7,1,12.5,6.4
4/19/2019 16:15,22.75,1,-16.5,6.46,3.07,0.2,69.9,6.03,0.7,1,12.99,6.4
4/19/2019 16:30,22.82,1,-16.8,6.47,3.04,0.2,69.9,6.02,0.7,1,13.35,6.4
4/19/2019 16:45,22.91,1,-17.1,6.47,3.05,0.2,69.8,6,0.7,1,12.52,6.4
4/19/2019 17:00,23.01,1,-17.1,6.47,3.1,0.2,69.8,5.98,0.8,1,12.96,6.4
4/19/2019 17:15,23.11,1,-17.3,6.48,3.04,0.2,69.6,5.96,0.7,1,12.8,6.4
4/19/2019 17:30,23.2,1,-17.5,6.48,3.04,0.2,69.7,5.96,0.7,1,12.74,6.41
4/19/2019 17:45,23.29,1,-17.5,6.48,3.06,0.2,69.8,5.95,0.7,1,12.54,6.4
4/19/2019 18:00,23.36,1,-17.5,6.48,3.01,0.2,69.8,5.95,0.7,1,13.27,6.4
4/19/2019 18:15,23.44,1,-17.8,6.49,2.98,0.2,69.7,5.93,0.7,1,12.68,6.4
4/19/2019 18:30,23.51,1,-17.9,6.49,3.08,0.2,69.7,5.92,0.7,1,12.98,6.41
4/19/2019 18:45,23.58,1,-18,6.49,3.02,0.2,69.6,5.91,0.7,1,12.54,6.41
4/19/2019 19:00,23.64,1,-18,6.49,3.02,0.2,69.6,5.9,0.7,1,13.12,6.41
4/19/2019 19:15,23.7,1,-17.9,6.49,2.99,0.2,69.5,5.89,0.7,1,12.54,6.4
4/19/2019 19:30,23.76,1,-18.2,6.49,2.96,0.2,69.4,5.87,0.7,1,12.47,6.4
4/19/2019 19:45,23.81,1,-18.3,6.5,2.99,0.2,69.4,5.87,0.6,1,12.73,6.41
4/19/2019 20:00,23.87,1,-18.4,6.5,2.98,0.2,69.4,5.86,0.7,1,12.54,6.4
4/19/2019 20:15,23.91,1,-18.4,6.5,2.9,0.2,69.5,5.86,0.6,1,12.54,6.41
4/19/2019 20:30,23.95,1,-18.4,6.5,2.96,0.3,69.5,5.85,0.6,1,12.55,6.41
4/19/2019 20:45,23.99,1,-18.4,6.5,2.97,0.2,69.5,5.85,0.6,1,12.54,6.4
4/19/2019 21:00,24.03,1,-18.4,6.5,2.98,0.2,69.5,5.85,0.6,1,12.53,6.4
4/19/2019 21:15,24.06,1,-18.4,6.5,3.01,0.2,69.5,5.84,0.6,1,12.53,6.4
4/19/2019 21:30,24.09,1,-18.4,6.5,2.95,0.2,69.5,5.84,0.6,1,12.95,6.41
4/19/2019 21:45,24.11,1,-18.1,6.49,2.94,0.2,69.4,5.83,0.6,1,12.51,6.4
4/19/2019 22:00,24.14,1,-18.3,6.5,2.9,0.2,69.4,5.83,0.6,1,13.17,6.4
4/19/2019 22:15,24.16,1,-18.5,6.5,2.97,0.2,69.4,5.83,0.6,1,12.53,6.4
4/19/2019 22:30,24.18,1,-18.5,6.5,2.91,0.2,69.3,5.82,0.6,1,12.53,6.4
4/19/2019 22:45,24.2,1,-18.6,6.5,2.92,0.2,69.3,5.81,0.6,1,12.95,6.41
4/19/2019 23:00,24.22,1,-18.5,6.5,2.9,0.2,69.3,5.81,0.6,1,13.32,6.41
4/19/2019 23:15,24.23,1,-18.6,6.5,2.88,0.2,69.3,5.81,0.7,1,12.54,6.4
4/19/2019 23:30,24.24,1,-18.7,6.51,2.94,0.2,69.2,5.8,0.6,1,12.66,6.4
4/19/2019 23:45,24.25,1,-18.6,6.5,2.92,0.2,69.2,5.8,0.7,1,12.54,6.4
4/20/2019 0:00,24.26,1,-18.7,6.51,2.9,0.2,69.2,5.8,0.6,1,12.72,6.41
4/20/2019 0:15,24.27,1,-18.8,6.51,2.89,0.2,69.1,5.79,0.6,1,12.54,6.4
4/20/2019 0:30,24.27,1,-18.9,6.51,2.92,0.2,69.1,5.79,0.7,1,12.53,6.4
4/20/2019 0:45,24.27,1,-19,6.51,2.9,0.2,69.1,5.79,0.6,1,12.66,6.4
4/20/2019 1:00,24.27,1,-19.1,6.51,2.93,0.2,69,5.78,0.7,1,12.55,6.4
4/20/2019 1:15,24.27,1,-19.2,6.51,2.91,0.2,69,5.78,0.7,1,12.95,6.4
4/20/2019 1:30,24.27,1,-19.1,6.51,2.89,0.2,69.1,5.79,0.7,1,12.51,6.41
4/20/2019 1:45,24.27,1,-19.4,6.52,2.88,0.2,69,5.78,0.7,1,12.55,6.4
4/20/2019 2:00,24.26,1,-19.5,6.52,2.87,0.2,69,5.78,0.7,1,13.11,6.41
4/20/2019 2:15,24.25,1,-19.7,6.52,2.91,0.2,69,5.78,0.6,1,12.53,6.41
4/20/2019 2:30,24.24,1,-19.8,6.52,2.91,0.2,69,5.78,0.7,1,12.71,6.4
