Date (mm.dd.yyy)	Time 24hr	Temp C	Sp Cond (uS/cm)	pH (mV)	pH	Trubidity (NTU)	Chlorophyll (ug/L)	Chlorophyll RFU	ODOSat%	ODO (mg/L)	BGA-Phycocyanin RFU	FDOM RFU
5/5/2017	0:00	15.75	1806	-104.7	8.33	6.41	3.2	1	90	8.88	0.2	3.1
5/5/2017	0:15	15.74	1808	-104.6	8.33	2.36	3.1	1	89.8	8.87	0.2	3.1
5/5/2017	0:30	15.69	1810	-104.5	8.33	7.16	3.5	1.1	89.6	8.85	0.2	3.1
5/5/2017	0:45	15.65	1814	-104.5	8.33	4.96	3.1	1	89.6	8.86	0.3	3.1
5/5/2017	1:00	15.63	1821	-104.5	8.33	6.72	3.1	1	89.5	8.86	0.3	3.1
5/5/2017	1:15	15.58	1828	-104.4	8.33	4.45	3.1	1	89.6	8.87	0.2	3
5/5/2017	1:30	15.57	1837	-104.5	8.33	7.84	3.2	1	89.8	8.89	0.3	3
5/5/2017	1:45	15.56	1841	-104.6	8.33	5.81	3.1	1	89.8	8.9	0.2	3
5/5/2017	2:00	15.54	1844	-104.5	8.33	5.16	3.1	1	89.7	8.89	0.3	3
5/5/2017	2:15	15.53	1844	-104.5	8.33	4.85	3.2	1	89.7	8.89	0.3	3
5/5/2017	2:30	15.53	1850	-104.6	8.33	2.78	2.9	1	89.8	8.9	0.2	3
5/5/2017	2:45	15.5	1853	-104.6	8.33	5.08	3.2	1	89.7	8.89	0.3	3
5/5/2017	3:00	15.5	1853	-104.5	8.33	5.63	3	1	89.6	8.89	0.3	3
5/5/2017	3:15	15.5	1856	-104.5	8.33	7.14	2.9	0.9	89.6	8.89	0.2	3
5/5/2017	3:30	15.51	1862	-104.5	8.33	4.08	2.9	0.9	89.6	8.89	0.3	3
5/5/2017	3:45	15.52	1866	-104.6	8.33	5.96	2.8	0.9	89.7	8.9	0.2	3
5/5/2017	4:00	15.51	1869	-104.6	8.33	2.75	2.9	0.9	89.7	8.9	0.2	3
5/5/2017	4:15	15.5	1870	-104.6	8.33	4.67	2.7	0.9	89.7	8.9	0.3	3
5/5/2017	4:30	15.48	1871	-104.5	8.33	7.89	2.7	0.9	89.7	8.9	0.2	3
5/5/2017	4:45	15.44	1871	-104.5	8.33	10.27	2.8	0.9	89.5	8.89	0.2	3
5/5/2017	5:00	15.5	1875	-104.6	8.33	5.09	2.7	0.9	89.4	8.87	0.2	3
5/5/2017	5:15	15.48	1879	-104.5	8.33	6.51	2.7	0.9	89.4	8.87	0.2	3
5/5/2017	5:30	15.47	1878	-104.4	8.33	6.54	2.7	0.9	89.3	8.87	0.2	3
5/5/2017	5:45	15.44	1881	-104.4	8.33	6.61	2.8	0.9	89.3	8.87	0.2	3
5/5/2017	6:00	15.42	1882	-104.5	8.33	6.01	2.6	0.9	89.3	8.87	0.2	3
5/5/2017	6:15	15.37	1882	-104.5	8.33	5.27	2.4	0.8	89.2	8.87	0.2	3
5/5/2017	6:30	15.35	1883	-104.5	8.33	3.01	2.6	0.9	89.1	8.87	0.2	3
5/5/2017	6:45	15.33	1882	-104.5	8.33	8.13	2.3	0.8	89	8.86	0.2	3
5/5/2017	7:00	15.31	1883	-104.5	8.33	5.51	2.3	0.8	89	8.87	0.2	3
5/5/2017	7:15	15.28	1883	-104.5	8.33	7.66	2.2	0.8	88.9	8.86	0.2	3
5/5/2017	7:30	15.27	1883	-104.5	8.33	5.11	2.4	0.8	88.9	8.87	0.3	3
5/5/2017	7:45	15.28	1885	-104.5	8.33	2.38	2.3	0.8	89	8.87	0.2	3
5/5/2017	8:00	15.29	1885	-104.6	8.33	6.22	2.4	0.8	89.1	8.87	0.3	3
5/5/2017	8:15	15.31	1888	-104.6	8.33	6.39	2.5	0.8	89.1	8.88	0.2	3
5/5/2017	8:30	15.33	1887	-104.6	8.33	10.71	2.3	0.8	89.2	8.88	0.2	2.9
5/5/2017	8:45	15.36	1887	-104.6	8.33	4.7	2.5	0.8	89.3	8.88	0.3	2.9
5/5/2017	9:00	15.4	1885	-104.7	8.33	3.95	2.3	0.8	89.4	8.89	0.2	2.9
5/5/2017	9:15	15.44	1884	-104.7	8.33	4.87	2.4	0.8	89.5	8.89	0.2	2.9
5/5/2017	9:30	15.49	1885	-104.8	8.33	14.87	2.3	0.8	89.5	8.88	0.2	2.9
5/5/2017	9:45	15.52	1885	-104.8	8.34	9.96	2.2	0.8	89.6	8.89	0.2	2.9
5/5/2017	10:00	15.6	1881	-104.8	8.33	56.76	2.2	0.8	89.8	8.89	0.2	2.9
5/5/2017	10:15	15.68	1882	-104.8	8.33	7.59	2.1	0.7	89.9	8.89	0.3	2.9
5/5/2017	10:30	15.83	1873	-104.6	8.33	66.33	2.1	0.7	90.1	8.88	0.2	2.9
5/5/2017	10:45	15.8	1875	-104.8	8.33	6.06	2	0.7	90.3	8.9	0.2	2.9
5/5/2017	11:00	15.78	1889	-104.8	8.33	103.96	2	0.7	90.5	8.93	0.2	2.9
5/5/2017	11:15	15.93	1862	-104.8	8.33	4.24	1.7	0.6	90.6	8.9	0.2	2.9
5/5/2017	11:30	16.06	1827	-104.8	8.33	89.89	1.5	0.6	90.6	8.88	0.2	2.9
5/5/2017	11:45	16.08	1794	-104.7	8.33	5.93	1.4	0.5	90.6	8.88	0.2	3
5/5/2017	12:00	16.35	1777	-104.5	8.33	57.21	1.5	0.6	90.9	8.86	0.2	3
5/5/2017	12:15	16.37	1776	-104.4	8.32	8.44	1.3	0.5	91.1	8.88	0.2	3
5/5/2017	12:30	16.52	1755	-104.4	8.32	63.64	1.3	0.5	91.5	8.88	0.2	2.9
5/5/2017	12:45	16.33	1719	-104.3	8.32	6.28	1.2	0.5	91.4	8.91	0.2	3
5/5/2017	13:00	16.29	1700	-104.2	8.32	50.82	1.2	0.5	91.5	8.93	0.1	3
5/5/2017	13:15	16.01	1709	-104	8.32	8.87	1	0.5	90.9	8.93	0.2	3.1
5/5/2017	13:30	16.2	1654	-104.3	8.32	10.73	1.2	0.5	91.9	8.99	0.2	3.1
5/5/2017	13:45	16.07	1664	-104.3	8.32	9.04	1	0.5	91.5	8.97	0.1	3.2
5/5/2017	14:00	16.84	1715	-104.4	8.32	8.27	1.4	0.5	92.6	8.94	0.2	3
5/5/2017	14:15	16.48	1659	-104.5	8.33	7.74	1.4	0.5	92.1	8.95	0.2	3.1
5/5/2017	14:30	16.61	1674	-104.5	8.32	20.32	1.2	0.5	92.7	8.98	0.2	3.1
5/5/2017	14:45	16.31	1636	-104.4	8.33	9.14	1.4	0.5	92.3	9.01	0.2	3.2
5/5/2017	15:00	16.5	1669	-104.5	8.32	10.89	1.3	0.5	92.5	8.99	0.2	3.1
5/5/2017	15:15	16.42	1667	-104.5	8.32	6.5	1.2	0.5	92.4	9	0.1	3.2
5/5/2017	15:30	17.04	1697	-104.6	8.33	8.85	1.2	0.5	93.2	8.96	0.1	3.1
5/5/2017	15:45	16.62	1663	-104.6	8.33	3.64	1.3	0.5	92.4	8.95	0.1	3.1
5/5/2017	16:00	16.81	1664	-104.6	8.33	10.31	1.3	0.5	93.2	9	0.1	3.1
5/5/2017	16:15	17.08	1681	-104.9	8.33	5.13	1.3	0.5	93.5	8.98	0.2	3.1
5/5/2017	16:30	17.05	1658	-105.5	8.34	6.44	1.4	0.5	94.8	9.1	0.1	3.1
5/5/2017	16:45	17.12	1680	-106.2	8.35	6.33	1.6	0.6	96.6	9.28	0.2	3.1
5/5/2017	17:00	16.82	1578	-106.6	8.36	13.41	1.5	0.6	96	9.27	0.1	3.2
5/5/2017	17:15	16.91	1584	-106.5	8.36	5.84	1.7	0.6	96	9.25	0.1	3.2
5/5/2017	17:30	16.55	1549	-107.3	8.37	45.67	1.7	0.6	96.2	9.35	0.2	3.3
5/5/2017	17:45	17.05	1592	-106.2	8.35	14.96	1.9	0.7	95.9	9.22	0.2	3.2
5/5/2017	18:00	16.25	1547	-106.1	8.36	24.58	1.7	0.6	94.3	9.21	0.2	3.5
5/5/2017	18:15	16.14	1510	-106.7	8.37	15.42	2	0.7	94.8	9.29	0.2	3.5
5/5/2017	18:30	16.2	1532	-106.9	8.37	24.09	1.9	0.7	95.6	9.36	0.2	3.4
5/5/2017	18:45	16.45	1533	-107.2	8.37	15.25	2	0.7	95.9	9.33	0.1	3.4
5/5/2017	19:00	16.58	1558	-106.9	8.37	64.77	1.8	0.6	96.3	9.35	0.1	3.3
5/5/2017	19:15	16.22	1553	-105.9	8.35	8.24	1.8	0.7	94.4	9.23	0.2	3.5
5/5/2017	19:30	16.33	1551	-106.5	8.36	53.27	1.7	0.6	94.6	9.23	0.2	3.3
5/5/2017	19:45	16.76	1550	-106.4	8.36	8.95	1.9	0.7	94.7	9.15	0.1	3.5
5/5/2017	20:00	16.07	1486	-106.9	8.37	82.08	1.8	0.7	94.9	9.31	0.2	3.5
5/5/2017	20:15	16.66	1555	-106.8	8.36	4.61	1.8	0.7	96.6	9.36	0.2	3.3
5/5/2017	20:30	16.19	1485	-106.7	8.36	55.75	2	0.7	95.1	9.31	0.1	3.5
5/5/2017	20:45	16.41	1493	-107.1	8.37	9.35	1.9	0.7	95.8	9.33	0.1	3.4
5/5/2017	21:00	16.51	1502	-107.1	8.37	65.62	2.2	0.8	96	9.33	0.2	3.3
5/5/2017	21:15	16.49	1485	-107	8.37	5.89	2.2	0.8	96	9.34	0.2	3.3
5/5/2017	21:30	17.74	1656	-105.8	8.34	59.09	1.9	0.7	96	9.09	0.1	3
5/5/2017	21:45	16.42	1647	-105	8.33	14.18	2.5	0.9	91.1	8.87	0.1	3.3
5/5/2017	22:00	16.27	1638	-104.6	8.33	97.79	2.7	0.9	89.9	8.78	0.2	3.3
5/5/2017	22:15	16.23	1639	-104.7	8.33	4.69	2.8	0.9	89.9	8.78	0.2	3.3
5/5/2017	22:30	16.15	1639	-104.7	8.33	104.42	2.7	0.9	89.9	8.8	0.2	3.3
5/5/2017	22:45	16.2	1637	-104.8	8.33	22.41	2.5	0.9	89.9	8.79	0.2	3.3
5/5/2017	23:00	16.17	1641	-104.6	8.33	56.37	2.7	0.9	89.6	8.76	0.2	3.3
5/5/2017	23:15	16.15	1661	-104.6	8.33	8.48	3.1	1	89.4	8.75	0.2	3.2
5/5/2017	23:30	16.21	1666	-104.6	8.33	18.51	3.1	1	89.6	8.76	0.2	3.2
5/5/2017	23:45	16.17	1660	-104.6	8.33	15.1	3	1	89.5	8.76	0.2	3.2
5/6/2017	0:00	16.12	1665	-104.3	8.32	40.87	3.4	1.1	89.2	8.73	0.2	3.2
5/6/2017	0:15	16.1	1659	-104.4	8.33	15.17	3.2	1	89.1	8.74	0.2	3.2
5/6/2017	0:30	16.07	1647	-104.7	8.33	38.65	3	1	89.5	8.77	0.2	3.2
5/6/2017	0:45	16.06	1647	-104.9	8.33	8.31	3.1	1	89.4	8.77	0.2	3.2
5/6/2017	1:00	16.06	1647	-104.8	8.33	28.85	3.1	1	89.3	8.76	0.2	3.2
5/6/2017	1:15	16.06	1643	-104.9	8.33	11.62	3	1	89.5	8.77	0.2	3.2
5/6/2017	1:30	16.05	1639	-105	8.34	66.35	2.9	1	89.4	8.77	0.2	3.3
5/6/2017	1:45	16.05	1635	-105.2	8.34	10.2	2.8	0.9	89.6	8.79	0.2	3.3
5/6/2017	2:00	16.06	1639	-105.4	8.34	27.98	2.9	1	89.9	8.82	0.2	3.3
5/6/2017	2:15	16.05	1638	-105.2	8.34	13.6	2.9	1	89.6	8.79	0.2	3.3
5/6/2017	2:30	16.04	1637	-105.1	8.34	15.59	2.7	0.9	89.5	8.78	0.2	3.3
5/6/2017	2:45	16.02	1637	-105.1	8.34	4.3	2.6	0.9	89.3	8.77	0.2	3.3
5/6/2017	3:00	16	1639	-105.2	8.34	28.99	2.8	0.9	89.4	8.78	0.2	3.3
5/6/2017	3:15	15.97	1639	-105.3	8.34	15.68	2.7	0.9	89.5	8.79	0.2	3.3
5/6/2017	3:30	15.97	1639	-105	8.34	22.7	2.6	0.9	89.1	8.76	0.2	3.3
5/6/2017	3:45	15.93	1635	-105	8.34	15.34	2.5	0.9	89.2	8.77	0.2	3.3
5/6/2017	4:00	15.95	1642	-104.4	8.33	55.56	2.6	0.9	88.7	8.72	0.2	3.2
5/6/2017	4:15	15.93	1642	-104.6	8.33	10.68	2.8	0.9	88.7	8.72	0.2	3.2
5/6/2017	4:30	15.9	1641	-104.7	8.33	45.09	2.6	0.9	88.7	8.73	0.2	3.3
5/6/2017	4:45	15.9	1641	-104.9	8.33	17.58	2.6	0.9	88.7	8.73	0.2	3.3
5/6/2017	5:00	15.9	1643	-104.8	8.33	17.15	2.8	0.9	88.5	8.71	0.2	3.2
5/6/2017	5:15	15.88	1642	-104.8	8.33	12.75	2.6	0.9	88.4	8.71	0.2	3.3
5/6/2017	5:30	15.85	1643	-104.8	8.33	20.15	2.7	0.9	88.3	8.7	0.2	3.3
5/6/2017	5:45	15.82	1642	-105	8.34	11.46	2.9	0.9	88.6	8.73	0.2	3.3
5/6/2017	6:00	15.76	1639	-105	8.34	14.88	3.1	1	88.3	8.72	0.3	3.2
5/6/2017	6:15	15.71	1635	-105	8.34	13.44	3.3	1.1	88.2	8.71	0.2	3.2
5/6/2017	6:30	15.67	1628	-104.9	8.34	11.21	3.3	1.1	87.7	8.68	0.3	3.2
5/6/2017	6:45	15.65	1623	-104.8	8.33	18.94	3.1	1	87.6	8.67	0.3	3.2
5/6/2017	7:00	15.5	1571	-105.2	8.34	12.56	3	1	88.1	8.75	0.3	3.4
5/6/2017	7:15	15.53	1575	-105	8.34	21.48	3	1	87.8	8.72	0.3	3.3
5/6/2017	7:30	15.53	1579	-104.8	8.34	26.3	3	1	87.5	8.69	0.2	3.3
5/6/2017	7:45	15.55	1578	-104.9	8.34	16.68	3.1	1	87.5	8.68	0.3	3.3
5/6/2017	8:00	15.55	1570	-105	8.34	14.96	2.7	0.9	87.7	8.69	0.2	3.3
5/6/2017	8:15	15.55	1560	-105	8.34	7.31	2.9	1	87.7	8.7	0.3	3.4
5/6/2017	8:30	15.57	1558	-104.9	8.34	10.02	2.9	1	87.8	8.7	0.3	3.4
5/6/2017	8:45	15.58	1552	-104.9	8.34	9.31	2.9	1	87.6	8.69	0.3	3.4
5/6/2017	9:00	15.59	1539	-104.9	8.34	32.9	3	1	88	8.72	0.3	3.4
5/6/2017	9:15	15.59	1524	-104.9	8.34	18.92	3.3	1.1	88.1	8.73	0.2	3.4
5/6/2017	9:30	15.58	1519	-104.8	8.34	53.42	3.3	1.1	87.8	8.71	0.3	3.4
5/6/2017	9:45	15.59	1517	-104.5	8.33	28.76	3.2	1	87.7	8.69	0.3	3.5
5/6/2017	10:00	15.65	1528	-105	8.34	40.7	3.6	1.1	87.6	8.67	0.3	3.4
5/6/2017	10:15	15.71	1560	-106.1	8.36	30.21	5.1	1.5	89.5	8.85	0.3	3.4
5/6/2017	10:30	15.68	1568	-106.5	8.36	24.98	5.4	1.6	89.6	8.86	0.3	3.4
5/6/2017	10:45	15.67	1568	-106.2	8.36	17.68	5	1.5	89.3	8.84	0.3	3.4
5/6/2017	11:00	15.76	1584	-107	8.37	23.26	5.2	1.6	90.2	8.91	0.3	3.4
5/6/2017	11:15	15.8	1591	-107.1	8.37	29.81	4.9	1.5	90.5	8.92	0.3	3.4
5/6/2017	11:30	15.86	1600	-107.4	8.38	35.19	4.6	1.4	91	8.97	0.3	3.4
5/6/2017	11:45	15.94	1608	-107.8	8.39	24.2	5.1	1.6	91.8	9.03	0.3	3.5
5/6/2017	12:00	16	1616	-108.3	8.39	44.35	5.2	1.6	92.6	9.09	0.4	3.5
5/6/2017	12:15	16.06	1623	-108.8	8.4	23.62	5.4	1.6	93.7	9.19	0.3	3.5
5/6/2017	12:30	16.05	1628	-109.4	8.41	92.35	5.5	1.7	94.8	9.31	0.3	3.6
5/6/2017	12:45	16.02	1633	-109.5	8.42	13.87	5.1	1.5	94.8	9.31	0.3	3.6
5/6/2017	13:00	16.02	1637	-110.2	8.43	103.3	5.1	1.6	95.7	9.4	0.3	3.7
5/6/2017	13:15	16.03	1651	-111.2	8.45	19.6	5.4	1.6	98.1	9.63	0.4	3.8
5/6/2017	13:30	16	1658	-111.7	8.45	108.15	7.3	2.1	98.8	9.7	0.4	3.9
5/6/2017	13:45	16.02	1670	-111.6	8.45	29.11	5.2	1.6	98.2	9.64	0.3	3.9
5/6/2017	14:00	16.01	1714	-110.7	8.44	83.12	5.1	1.5	96.6	9.48	0.3	3.8
5/6/2017	14:15	16	1736	-110.3	8.43	13.81	5.4	1.6	96	9.42	0.3	3.8
5/6/2017	14:30	15.91	1741	-110	8.42	16.73	6.3	1.9	95.6	9.4	0.3	3.7
5/6/2017	14:45	15.76	1743	-109.8	8.42	16.74	7.2	2.1	94.7	9.35	0.4	3.5
5/6/2017	15:00	15.53	1755	-108.9	8.41	58.42	8.1	2.4	92.8	9.2	0.6	2.6
5/6/2017	15:15	15.48	1762	-108.9	8.41	27.49	7.8	2.3	92.1	9.14	0.6	2.8
5/6/2017	15:30	15.53	1752	-109.2	8.41	25.75	8	2.3	92.4	9.17	0.5	2.7
5/6/2017	15:45	15.54	1755	-108.9	8.41	16.09	9.1	2.6	92.5	9.17	0.5	2.9
5/6/2017	16:00	15.67	1760	-109.3	8.41	10.34	8.1	2.3	93.1	9.21	0.5	2.9
5/6/2017	16:15	15.89	1749	-109.8	8.42	21.94	7.3	2.1	94.1	9.26	0.4	3
5/6/2017	16:30	15.98	1692	-110.6	8.44	20.1	8.1	2.3	95.1	9.35	0.5	3
5/6/2017	16:45	16	1673	-110.8	8.44	59	8.6	2.5	95.3	9.36	0.5	2.8
5/6/2017	17:00	15.94	1719	-110	8.43	30.3	7.4	2.2	93.9	9.23	0.4	2.9
5/6/2017	17:15	15.92	1733	-110	8.43	60.99	7.1	2.1	93.6	9.21	0.4	3
5/6/2017	17:30	15.9	1734	-109.8	8.42	8.14	7.4	2.2	93.3	9.18	0.5	2.8
5/6/2017	17:45	15.93	1725	-110	8.43	89.37	7.3	2.1	93.5	9.19	0.5	2.9
5/6/2017	18:00	15.97	1726	-110	8.43	9.14	7.2	2.1	93.6	9.2	0.5	3
5/6/2017	18:15	15.97	1726	-110.1	8.43	84.05	7.4	2.2	93.6	9.2	0.4	3
5/6/2017	18:30	16	1720	-110.2	8.43	10.23	7.3	2.1	93.9	9.22	0.4	3.1
5/6/2017	18:45	16.07	1681	-110.7	8.44	20.09	8.2	2.4	94.9	9.3	0.5	3.1
5/6/2017	19:00	16.15	1667	-111	8.44	11.83	7.7	2.2	95.4	9.34	0.4	3.1
5/6/2017	19:15	16.18	1661	-110.9	8.44	55.61	7.9	2.3	95.3	9.33	0.4	3.1
5/6/2017	19:30	16.2	1656	-110.9	8.44	13.18	7.9	2.3	95.4	9.33	0.5	3.1
5/6/2017	19:45	16.21	1648	-110.5	8.43	59	7.5	2.2	94.9	9.28	0.4	3.1
5/6/2017	20:00	16.22	1635	-109.9	8.42	16.84	7.2	2.1	93.8	9.17	0.4	3
5/6/2017	20:15	16.1	1654	-109.9	8.42	49.24	7.2	2.1	93.4	9.15	0.4	3.1
5/6/2017	20:30	16.03	1664	-109.8	8.42	11.86	7.6	2.2	92.4	9.07	0.5	2.9
5/6/2017	20:45	16.01	1672	-110	8.43	54.84	9	2.6	92.4	9.08	0.6	2.6
5/6/2017	21:00	16.01	1661	-110.1	8.43	17.52	9.2	2.6	92.2	9.05	0.5	2.5
5/6/2017	21:15	16.01	1651	-109.8	8.42	33.29	9.6	2.7	91.6	8.99	0.6	2.4
5/6/2017	21:30	16	1654	-110.1	8.43	17.37	9.5	2.7	91.7	9.01	0.6	2.4
5/6/2017	21:45	16	1635	-109.6	8.42	19.77	9.2	2.6	90.8	8.92	0.6	2.3
5/6/2017	22:00	16.01	1614	-108.8	8.4	14.85	8.7	2.5	89.8	8.82	0.6	2.2
5/6/2017	22:15	16	1608	-108.9	8.41	19.01	9.5	2.7	89.7	8.81	0.6	2.2
5/6/2017	22:30	15.98	1558	-106.5	8.36	16.06	7.7	2.2	87.1	8.56	0.5	2.1
5/6/2017	22:45	15.98	1544	-105.4	8.34	15.58	7.4	2.2	86.2	8.47	0.5	2
5/6/2017	23:00	15.99	1547	-105	8.34	13.76	7.3	2.1	85.9	8.44	0.5	1.9
5/6/2017	23:15	16.09	1598	-104.2	8.32	18.47	6.8	2	85.6	8.4	0.5	1.7
5/6/2017	23:30	16.16	1636	-104.2	8.32	27.29	7.3	2.1	85.7	8.39	0.5	1.7
5/6/2017	23:45	16.14	1627	-104.2	8.32	27	7.3	2.1	85.7	8.39	0.6	1.6
5/7/2017	0:00	16.09	1603	-104.4	8.33	23.79	6.3	1.9	85.7	8.4	0.5	1.7
5/7/2017	0:15	16.13	1620	-104.3	8.32	18.99	7	2	85.6	8.39	0.5	1.7
5/7/2017	0:30	16.06	1580	-104.6	8.33	21.42	6.9	2	85.7	8.41	0.5	1.8
5/7/2017	0:45	15.97	1529	-105	8.34	23.33	7	2.1	85.9	8.45	0.5	1.9
5/7/2017	1:00	15.93	1496	-105.8	8.35	25.91	7.3	2.1	86.3	8.49	0.5	1.9
5/7/2017	1:15	15.93	1475	-106.5	8.36	24.74	7.6	2.2	86.6	8.52	0.6	1.9
5/7/2017	1:30	15.89	1451	-106.9	8.37	31.52	7.8	2.3	86.8	8.55	0.5	2.1
5/7/2017	1:45	15.87	1442	-106.6	8.36	25.34	7.5	2.2	86.5	8.52	0.6	2.1
5/7/2017	2:00	15.75	1384	-106.4	8.36	27.15	7.4	2.2	86.3	8.53	0.5	2.2
5/7/2017	2:15	15.72	1380	-106.2	8.36	20.65	7.1	2.1	86.1	8.51	0.5	2.2
5/7/2017	2:30	15.76	1425	-105.5	8.35	18.73	6.8	2	85.7	8.47	0.5	2.2
5/7/2017	2:45	15.85	1535	-104.5	8.33	28.46	6.2	1.8	85.1	8.39	0.4	2
5/7/2017	3:00	16.02	1653	-104.3	8.32	22.19	5.7	1.7	84.6	8.31	0.4	1.9
5/7/2017	3:15	16.06	1679	-104.3	8.32	17.68	6.1	1.8	84.4	8.28	0.4	1.8
5/7/2017	3:30	16.03	1657	-104.3	8.32	13.44	6.3	1.9	84.3	8.27	0.4	1.9
5/7/2017	3:45	15.96	1618	-104.2	8.32	18.93	6.3	1.9	84.3	8.28	0.4	1.9
5/7/2017	4:00	15.82	1537	-104.4	8.33	31.34	5.9	1.8	84.5	8.34	0.4	2
5/7/2017	4:15	15.65	1439	-104.6	8.33	20.22	5.8	1.7	84.8	8.39	0.4	2.1
5/7/2017	4:30	15.54	1361	-104.7	8.33	12.9	6.2	1.8	84.7	8.41	0.4	2.2
5/7/2017	4:45	15.43	1306	-104.6	8.33	22.05	5.9	1.8	84.5	8.41	0.4	2.4
5/7/2017	5:00	15.31	1246	-104.8	8.34	14.31	5.7	1.7	84.4	8.42	0.4	2.7
5/7/2017	5:15	15.26	1228	-104.5	8.33	39.2	5.9	1.8	84.2	8.41	0.4	2.9
5/7/2017	5:30	15.43	1287	-104.1	8.32	16.13	5.8	1.7	83.6	8.32	0.4	3
5/7/2017	5:45	15.76	1381	-104	8.32	63.97	5.7	1.7	82.9	8.19	0.4	2.9
5/7/2017	6:00	15.83	1402	-104	8.32	7.96	5.5	1.7	82.8	8.17	0.4	2.9
5/7/2017	6:15	15.83	1403	-104.2	8.32	117.06	5.2	1.6	82.7	8.16	0.4	2.9
5/7/2017	6:30	15.86	1428	-104.1	8.32	19.2	5.1	1.6	82.7	8.15	0.3	2.9
5/7/2017	6:45	15.86	1437	-103.9	8.32	104.13	5	1.5	82.5	8.14	0.3	2.8
5/7/2017	7:00	15.79	1402	-104.4	8.33	11.61	5.1	1.5	82.6	8.16	0.4	3
5/7/2017	7:15	15.69	1370	-104.5	8.33	65.83	5	1.5	82.7	8.18	0.4	3
5/7/2017	7:30	15.47	1322	-104.1	8.32	9.07	4.6	1.4	83	8.25	0.4	3.1
5/7/2017	7:45	15.36	1295	-104.9	8.34	60.6	4.8	1.5	83.3	8.3	0.4	3.2
5/7/2017	8:00	15.53	1326	-105.6	8.35	20.22	5	1.5	83.2	8.26	0.4	3.2
5/7/2017	8:15	15.68	1333	-106.9	8.37	48.29	5.5	1.7	83.3	8.24	0.4	3.3
5/7/2017	8:30	15.84	1345	-108.4	8.4	26.53	6.2	1.8	83.4	8.22	0.4	3.4
5/7/2017	8:45	16	1347	-109.9	8.42	38.8	7.2	2.1	83.3	8.19	0.5	3.5
5/7/2017	9:00	16	1327	-110.1	8.43	33.65	7.3	2.1	83.4	8.2	0.5	3.6
5/7/2017	9:15	15.49	1200	-109.8	8.42	23.51	7.7	2.2	83.8	8.33	0.5	3.9
5/7/2017	9:30	15.33	1161	-109.3	8.42	24.27	7.9	2.3	84.6	8.44	0.5	4
5/7/2017	9:45	15.64	1234	-108.9	8.41	43.22	8.2	2.4	84.5	8.37	0.5	3.7
5/7/2017	10:00	15.69	1261	-109	8.41	21.95	8.7	2.5	83.9	8.3	0.5	3.8
5/7/2017	10:15	15.63	1268	-109.4	8.42	18.43	10.3	2.9	83.1	8.24	0.5	4
5/7/2017	10:30	15.59	1218	-110	8.43	20.42	9.5	2.7	84.5	8.38	0.5	4
5/7/2017	10:45	15.54	1138	-111.8	8.46	68.27	10.8	3.1	86.9	8.63	0.6	4.3
5/7/2017	11:00	15.9	1145	-113.1	8.48	21.31	14.9	4.2	87.5	8.62	0.7	4.7
5/7/2017	11:15	15.26	1118	-111	8.45	67.76	11.7	3.3	84	8.4	0.5	4.6
5/7/2017	11:30	15.52	1277	-109.1	8.41	19.4	12	3.4	80.7	8.02	0.6	4.1
5/7/2017	11:45	15.7	1291	-110.7	8.44	61.11	16.7	4.7	82.6	8.17	0.8	4.6
5/7/2017	12:00	16.25	1312	-111.3	8.45	37.61	17.8	5	84.6	8.27	0.8	4.5
5/7/2017	12:15	16.4	1335	-110.9	8.44	74.72	17.7	4.9	83.7	8.16	0.8	4.4
5/7/2017	12:30	16.49	1322	-110.8	8.44	30.87	17.3	4.8	83.7	8.15	0.8	4.5
5/7/2017	12:45	16.37	1343	-111.2	8.45	65.61	18	5	86	8.39	0.8	4.7
5/7/2017	13:00	16.45	1347	-109.4	8.41	21.19	16.1	4.5	87.5	8.52	0.7	4.6
5/7/2017	13:15	16.73	1352	-109.4	8.41	72.94	15.3	4.3	89.7	8.68	0.7	4.4
5/7/2017	13:30	16.39	1354	-106.6	8.36	8.06	10	2.9	88	8.58	0.5	4.1
5/7/2017	13:45	16.14	1301	-106	8.35	35.64	9.7	2.8	87.7	8.6	0.5	4.5
5/7/2017	14:00	16.6	1393	-105.8	8.35	12.96	7.4	2.2	88.4	8.58	0.4	3.9
5/7/2017	14:15	16.84	1498	-105.5	8.34	43.42	5.9	1.7	88.2	8.52	0.4	3.5
5/7/2017	14:30	17.22	1618	-105.8	8.34	17.04	4.9	1.5	88.9	8.51	0.3	3
5/7/2017	14:45	17.22	1609	-105.9	8.35	53.05	5.5	1.6	88.3	8.45	0.3	3.1
5/7/2017	15:00	17.54	1638	-105.9	8.34	9.23	5.2	1.6	88.5	8.41	0.3	2.9
5/7/2017	15:15	17.69	1683	-106	8.35	13.16	5.1	1.6	88.7	8.41	0.3	2.7
5/7/2017	15:30	16.92	1549	-105.7	8.34	10.44	5.8	1.7	86.9	8.38	0.3	3.5
5/7/2017	15:45	17.25	1534	-105.8	8.35	25.72	6.2	1.8	88	8.42	0.3	3.5
5/7/2017	16:00	18.12	1524	-106.5	8.35	12.6	5.9	1.8	90.4	8.5	0.3	3.3
5/7/2017	16:15	17.2	1465	-108.5	8.39	24.39	10.4	3	92.4	8.86	0.4	4
